id,class_label,damage_labels
image2295.jpg,20,1
image2211.jpg,20,1
image1227.jpg,19,"3,8"
image2231.jpg,20,"7,9"
image1258.jpg,19,6
image048.jpg,18,0
image1224.jpg,19,"6,8"
image2210.jpg,20,"1,7,9"
image2293.jpg,20,"1,9"
image2278.jpg,20,7
image013.jpg,18,0
image1143.jpg,19,8
image1272.jpg,19,8
image1246.jpg,19,"6,8"
image2255.jpg,20,7
image1270.jpg,19,"3,6,8"
image2241.jpg,20,1
image1263.jpg,19,"6,8"
image2204.jpg,20,1
image045.jpg,18,0
image1257.jpg,19,"6,8"
image084.jpg,18,0
image2245.jpg,20,1
image2243.jpg,20,1
image009.jpg,18,0
image024.jpg,18,0
image2261.jpg,20,7
image1150.jpg,19,"4,6,8"
image1196.jpg,19,8
image080.jpg,18,0
image2206.jpg,20,"1,7"
image1183.jpg,19,"4,6,8"
image1154.jpg,19,8
image2228.jpg,20,1
image1268.jpg,19,"6,8"
image070.jpg,18,0
image2205.jpg,20,1
image1190.jpg,19,6
image095.jpg,18,0
image1221.jpg,19,"6,8"
image008.jpg,18,0
image1137.jpg,19,8
image2202.jpg,20,1
image1166.jpg,19,"4,8"
image2248.jpg,20,9
image1226.jpg,19,"6,8"
image053.jpg,18,0
image2312.jpg,20,"7,9"
image1208.jpg,19,"4,6,8"
image047.jpg,18,0
image2286.jpg,20,1
image1244.jpg,19,"3,4,6,8"
image1187.jpg,19,8
image089.jpg,18,0
image2212.jpg,20,10
image2230.jpg,20,1
image090.jpg,18,0
image058.jpg,18,0
image2340.jpg,20,9
image1177.jpg,19,"6,8"
image2287.jpg,20,1
image1216.jpg,19,"6,8"
image1175.jpg,19,"6,8"
image1232.jpg,19,"4,8"
image1205.jpg,19,"4,6,8"
image1182.jpg,19,"6,8"
image2249.jpg,20,1
image039.jpg,18,0
image1184.jpg,19,8
image1181.jpg,19,"6,8"
image1280.jpg,19,"3,6,8"
image1107.jpg,19,"6,8"
image1157.jpg,19,"6,8"
image117.jpg,18,0
image096.jpg,18,0
image078.jpg,18,0
image1121.jpg,19,"4,6,8"
image2316.jpg,20,"7,9"
image2307.jpg,20,7
image1225.jpg,19,"6,8"
image1271.jpg,19,"6,8"
image049.jpg,18,0
image1217.jpg,19,"4,6,8"
image006.jpg,18,0
image050.jpg,18,0
image1180.jpg,19,6
image109.jpg,18,0
image2298.jpg,20,"7,9"
image1131.jpg,19,"4,6,8"
image2253.jpg,20,1
image2306.jpg,20,"7,9"
image2292.jpg,20,9
image2294.jpg,20,1
image2257.jpg,20,"7,9"
image2203.jpg,20,1
image1156.jpg,19,"4,6,8"
image2285.jpg,20,7
image2239.jpg,20,1
image081.jpg,18,0
image1108.jpg,19,6
image064.jpg,18,0
image034.jpg,18,0
image065.jpg,18,0
image1164.jpg,19,"6,8"
image2276.jpg,20,7
image1192.jpg,19,"4,6"
image1120.jpg,19,6
image1160.jpg,19,"6,8"
image054.jpg,18,0
image1178.jpg,19,"3,6,8"
image1220.jpg,19,"6,8"
image072.jpg,18,0
image1251.jpg,19,"4,8"
image101.jpg,18,0
image019.jpg,18,0
image012.jpg,18,0
image093.jpg,18,0
image018.jpg,18,0
image1247.jpg,19,8
image1113.jpg,19,8
image2283.jpg,20,1
image000.jpg,18,0
image2271.jpg,20,1
image1106.jpg,19,6
image2315.jpg,20,9
image1201.jpg,19,"6,8"
image1248.jpg,19,"4,8"
image2252.jpg,20,9
image1169.jpg,19,"6,8"
image097.jpg,18,0
image2331.jpg,20,7
image2304.jpg,20,"7,9"
image2317.jpg,20,1
image2301.jpg,20,7
image061.jpg,18,0
image2337.jpg,20,9
image2256.jpg,20,5
image085.jpg,18,0
image033.jpg,18,0
image2208.jpg,20,"1,9"
image114.jpg,18,0
image067.jpg,18,0
image2275.jpg,20,1
image1253.jpg,19,"3,6,8"
image1118.jpg,19,6
image2302.jpg,20,7
image010.jpg,18,0
image1194.jpg,19,"4,6,8"
image1214.jpg,19,"4,6,8"
image2303.jpg,20,7
image1233.jpg,19,"4,6,8"
image2290.jpg,20,9
image2280.jpg,20,"7,9"
image004.jpg,18,0
image1174.jpg,19,"4,6"
image066.jpg,18,0
image1228.jpg,19,8
image1185.jpg,19,"6,8"
image1235.jpg,19,8
image1122.jpg,19,"4,6"
image036.jpg,18,0
image068.jpg,18,0
image1209.jpg,19,"4,6,8"
image1165.jpg,19,"4,6,8"
image104.jpg,18,0
image2217.jpg,20,"7,9"
image2233.jpg,20,1
image1149.jpg,19,"6,8"
image046.jpg,18,0
image1117.jpg,19,"4,8"
image2330.jpg,20,1
image2309.jpg,20,7
image2222.jpg,20,1
image2213.jpg,20,"1,7"
image2225.jpg,20,"7,9"
image2279.jpg,20,"7,9"
image1212.jpg,19,"6,8"
image1256.jpg,19,"6,8"
image1204.jpg,19,"6,8"
image1222.jpg,19,"6,8"
image113.jpg,18,0
image1281.jpg,19,"6,8"
image1146.jpg,19,"6,8"
image032.jpg,18,0
image1159.jpg,19,"6,8"
image044.jpg,18,0
image1252.jpg,19,"3,4,6,8"
image2215.jpg,20,1
image1142.jpg,19,"4,8"
image083.jpg,18,0
image1179.jpg,19,"6,8"
image043.jpg,18,0
image1269.jpg,19,"4,8"
image2305.jpg,20,"7,9"
image1116.jpg,19,"3,4,6,8"
image1138.jpg,19,"4,8"
image1255.jpg,19,"4,8"
image2342.jpg,20,1
image2313.jpg,20,1
image2343.jpg,20,"7,9"
image075.jpg,18,0
image2328.jpg,20,1
image1152.jpg,19,"4,6,8"
image1259.jpg,19,6
image1197.jpg,19,"4,6,8"
image2274.jpg,20,7
image1173.jpg,19,6
image017.jpg,18,0
image2269.jpg,20,1
image1264.jpg,19,"6,8"
image098.jpg,18,0
image038.jpg,18,0
image1238.jpg,19,"4,8"
image2326.jpg,20,1
image2321.jpg,20,7
image2299.jpg,20,1
image1163.jpg,19,"4,8"
image116.jpg,18,0
image1193.jpg,19,"4,6,8"
image1213.jpg,19,4
image076.jpg,18,0
image026.jpg,18,0
image1101.jpg,19,"3,6,8"
image2325.jpg,20,7
image015.jpg,18,0
image2332.jpg,20,10
image1245.jpg,19,"3,4,6,8"
image1168.jpg,19,"3,8"
image2238.jpg,20,1
image1239.jpg,19,"6,8"
image1211.jpg,19,"6,8"
image073.jpg,18,0
image1129.jpg,19,"3,4,8"
image1237.jpg,19,"4,8"
image2266.jpg,20,9
image077.jpg,18,0
image040.jpg,18,0
image2267.jpg,20,"1,7"
image1218.jpg,19,"6,8"
image2344.jpg,20,7
image1243.jpg,19,"6,8"
image1215.jpg,19,6
image2235.jpg,20,1
image2201.jpg,20,1
image1199.jpg,19,"4,6,8"
image1148.jpg,19,"6,8"
image2219.jpg,20,7
image1130.jpg,19,"6,8"
image1115.jpg,19,"4,6,8"
image1186.jpg,19,"6,8"
image025.jpg,18,0
image1210.jpg,19,"6,8"
image1133.jpg,19,8
image2236.jpg,20,1
image007.jpg,18,0
image2273.jpg,20,1
image2272.jpg,20,7
image016.jpg,18,0
image042.jpg,18,0
image2338.jpg,20,5
image2291.jpg,20,9
image2234.jpg,20,"7,9"
image035.jpg,18,0
image2348.jpg,20,"5,7"
image1123.jpg,19,"6,8"
image2209.jpg,20,"1,7"
image094.jpg,18,0
image1207.jpg,19,"4,6,8"
image2284.jpg,20,10
image2311.jpg,20,7
image088.jpg,18,0
image1153.jpg,19,8
image2214.jpg,20,9
image079.jpg,18,0
image027.jpg,18,0
image2240.jpg,20,1
image2282.jpg,20,1
image011.jpg,18,0
image1266.jpg,19,8
image2242.jpg,20,1
image030.jpg,18,0
image1276.jpg,19,8
image1260.jpg,19,"6,8"
image1139.jpg,19,"3,4,6"
image2265.jpg,20,9
image2224.jpg,20,1
image110.jpg,18,0
image1145.jpg,19,8
image1167.jpg,19,"4,8"
image1191.jpg,19,"4,6"
image1155.jpg,19,"6,8"
image1119.jpg,19,"4,8"
image2264.jpg,20,1
image2319.jpg,20,1
image1262.jpg,19,"6,8"
image111.jpg,18,0
image1105.jpg,19,4
image1277.jpg,19,"4,6"
image1109.jpg,19,6
image1103.jpg,19,"4,8"
image2244.jpg,20,7
image112.jpg,18,0
image2320.jpg,20,7
image057.jpg,18,0
image1278.jpg,19,"6,8"
image056.jpg,18,0
image2254.jpg,20,1
image2339.jpg,20,"7,9"
image2200.jpg,20,"1,9"
image063.jpg,18,0
image062.jpg,18,0
image2216.jpg,20,"7,9"
image028.jpg,18,0
image069.jpg,18,0
image1110.jpg,19,"6,8"
image100.jpg,18,0
image2288.jpg,20,1
image1249.jpg,19,"4,8"
image1219.jpg,19,"6,8"
image022.jpg,18,0
image1172.jpg,19,"3,6,8"
image1279.jpg,19,"6,8"
image1275.jpg,19,8
image1125.jpg,19,"4,6,8"
image2322.jpg,20,7
image2281.jpg,20,1
image2277.jpg,20,1
image091.jpg,18,0
image055.jpg,18,0
image2262.jpg,20,"7,9"
image2324.jpg,20,1
image105.jpg,18,0
image1188.jpg,19,"6,8"
image2336.jpg,20,7
image1240.jpg,19,"4,6,8"
image1206.jpg,19,"6,8"
image2300.jpg,20,1
image2223.jpg,20,1
image2246.jpg,20,1
image2258.jpg,20,"7,9"
image107.jpg,18,0
image2251.jpg,20,9
image031.jpg,18,0
image1229.jpg,19,"6,8"
image2270.jpg,20,5
image2289.jpg,20,1
image1274.jpg,19,8
image118.jpg,18,0
image2259.jpg,20,"1,7"
image1102.jpg,19,"3,4,6,8"
image1158.jpg,19,"4,8"
image1144.jpg,19,"4,8"
image059.jpg,18,0
image005.jpg,18,0
image003.jpg,18,0
image1176.jpg,19,"6,8"
image2297.jpg,20,"7,9"
image1265.jpg,19,4
image041.jpg,18,0
image1124.jpg,19,"4,6,8"
image1267.jpg,19,"4,6"
image1227.jpg,19,"3,8"
image1270.jpg,19,"3,6,8"
image1244.jpg,19,"3,4,6,8"
image1280.jpg,19,"3,6,8"
image1178.jpg,19,"3,6,8"
image1253.jpg,19,"3,6,8"
image1252.jpg,19,"3,4,6,8"
image1116.jpg,19,"3,4,6,8"
image1101.jpg,19,"3,6,8"
image1245.jpg,19,"3,4,6,8"
image1168.jpg,19,"3,8"
image1129.jpg,19,"3,4,8"
image1139.jpg,19,"3,4,6"
image1172.jpg,19,"3,6,8"
image1102.jpg,19,"3,4,6,8"
image1227.jpg,19,"3,8"
image1270.jpg,19,"3,6,8"
image1244.jpg,19,"3,4,6,8"
image1280.jpg,19,"3,6,8"
image1178.jpg,19,"3,6,8"
image1253.jpg,19,"3,6,8"
image1252.jpg,19,"3,4,6,8"
image1116.jpg,19,"3,4,6,8"
image1101.jpg,19,"3,6,8"
image1245.jpg,19,"3,4,6,8"
image1168.jpg,19,"3,8"
image1129.jpg,19,"3,4,8"
image1139.jpg,19,"3,4,6"
image1172.jpg,19,"3,6,8"
image1102.jpg,19,"3,4,6,8"
image1227.jpg,19,"3,8"
image1270.jpg,19,"3,6,8"
image1244.jpg,19,"3,4,6,8"
image1280.jpg,19,"3,6,8"
image1178.jpg,19,"3,6,8"
image1253.jpg,19,"3,6,8"
image1252.jpg,19,"3,4,6,8"
image1116.jpg,19,"3,4,6,8"
image1101.jpg,19,"3,6,8"
image1245.jpg,19,"3,4,6,8"
image1168.jpg,19,"3,8"
image1129.jpg,19,"3,4,8"
image1139.jpg,19,"3,4,6"
image1172.jpg,19,"3,6,8"
image1102.jpg,19,"3,4,6,8"
image1227.jpg,19,"3,8"
image1270.jpg,19,"3,6,8"
image1244.jpg,19,"3,4,6,8"
image1280.jpg,19,"3,6,8"
image1178.jpg,19,"3,6,8"
image1253.jpg,19,"3,6,8"
image1252.jpg,19,"3,4,6,8"
image1116.jpg,19,"3,4,6,8"
image1101.jpg,19,"3,6,8"
image1245.jpg,19,"3,4,6,8"
image1168.jpg,19,"3,8"
image1129.jpg,19,"3,4,8"
image1139.jpg,19,"3,4,6"
image1172.jpg,19,"3,6,8"
image1102.jpg,19,"3,4,6,8"
image1227.jpg,19,"3,8"
image1270.jpg,19,"3,6,8"
image1244.jpg,19,"3,4,6,8"
image1280.jpg,19,"3,6,8"
image1178.jpg,19,"3,6,8"
image1253.jpg,19,"3,6,8"
image1252.jpg,19,"3,4,6,8"
image1116.jpg,19,"3,4,6,8"
image1101.jpg,19,"3,6,8"
image1245.jpg,19,"3,4,6,8"
image1168.jpg,19,"3,8"
image1129.jpg,19,"3,4,8"
image1139.jpg,19,"3,4,6"
image1172.jpg,19,"3,6,8"
image1102.jpg,19,"3,4,6,8"
image1227.jpg,19,"3,8"
image1270.jpg,19,"3,6,8"
image1244.jpg,19,"3,4,6,8"
image1280.jpg,19,"3,6,8"
image1178.jpg,19,"3,6,8"
image1253.jpg,19,"3,6,8"
image1252.jpg,19,"3,4,6,8"
image1116.jpg,19,"3,4,6,8"
image1101.jpg,19,"3,6,8"
image1245.jpg,19,"3,4,6,8"
image1168.jpg,19,"3,8"
image1129.jpg,19,"3,4,8"
image1139.jpg,19,"3,4,6"
image1172.jpg,19,"3,6,8"
image1102.jpg,19,"3,4,6,8"
image2231.jpg,20,"7,9"
image2210.jpg,20,"1,7,9"
image2278.jpg,20,7
image2255.jpg,20,7
image2261.jpg,20,7
image2206.jpg,20,"1,7"
image2312.jpg,20,"7,9"
image2316.jpg,20,"7,9"
image2307.jpg,20,7
image2298.jpg,20,"7,9"
image2306.jpg,20,"7,9"
image2257.jpg,20,"7,9"
image2285.jpg,20,7
image2276.jpg,20,7
image2331.jpg,20,7
image2304.jpg,20,"7,9"
image2301.jpg,20,7
image2302.jpg,20,7
image2303.jpg,20,7
image2280.jpg,20,"7,9"
image2217.jpg,20,"7,9"
image2309.jpg,20,7
image2213.jpg,20,"1,7"
image2225.jpg,20,"7,9"
image2279.jpg,20,"7,9"
image2305.jpg,20,"7,9"
image2343.jpg,20,"7,9"
image2274.jpg,20,7
image2321.jpg,20,7
image2325.jpg,20,7
image2267.jpg,20,"1,7"
image2344.jpg,20,7
image2219.jpg,20,7
image2272.jpg,20,7
image2234.jpg,20,"7,9"
image2348.jpg,20,"5,7"
image2209.jpg,20,"1,7"
image2311.jpg,20,7
image2244.jpg,20,7
image2320.jpg,20,7
image2339.jpg,20,"7,9"
image2216.jpg,20,"7,9"
image2322.jpg,20,7
image2262.jpg,20,"7,9"
image2336.jpg,20,7
image2258.jpg,20,"7,9"
image2259.jpg,20,"1,7"
image2297.jpg,20,"7,9"
image2231.jpg,20,"7,9"
image2210.jpg,20,"1,7,9"
image2293.jpg,20,"1,9"
image2248.jpg,20,9
image2312.jpg,20,"7,9"
image2340.jpg,20,9
image2316.jpg,20,"7,9"
image2298.jpg,20,"7,9"
image2306.jpg,20,"7,9"
image2292.jpg,20,9
image2257.jpg,20,"7,9"
image2315.jpg,20,9
image2252.jpg,20,9
image2304.jpg,20,"7,9"
image2337.jpg,20,9
image2208.jpg,20,"1,9"
image2290.jpg,20,9
image2280.jpg,20,"7,9"
image2217.jpg,20,"7,9"
image2225.jpg,20,"7,9"
image2279.jpg,20,"7,9"
image2305.jpg,20,"7,9"
image2343.jpg,20,"7,9"
image2266.jpg,20,9
image2291.jpg,20,9
image2234.jpg,20,"7,9"
image2214.jpg,20,9
image2265.jpg,20,9
image2339.jpg,20,"7,9"
image2200.jpg,20,"1,9"
image2216.jpg,20,"7,9"
image2262.jpg,20,"7,9"
image2258.jpg,20,"7,9"
image2251.jpg,20,9
image2297.jpg,20,"7,9"
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2212.jpg,20,10
image2332.jpg,20,10
image2284.jpg,20,10
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
